filename,caption,predicted_caption,bert_P,bert_R,bert_F1,cider
000068.jpg,Crispy fried fish and golden fries with lemon.,crispy fish and chips with coleslaw and dipping sauce.,90.2224,92.4815,91.3380,56.4313
000069.jpg,Golden fried fish with green peas and a lemon.,"sweet cannoli with cream, powdered sugar. fries.",88.0370,88.1523,88.0946,0.3395
000070.jpg,Cheesy macaroni pasta shells in a foil cup.,crispy fish and chips with coleslaw and sauce..,86.2339,85.2497,85.7389,0.0000
000071.jpg,Fragrant fried rice topped with fresh green onions.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.1138,88.1638,87.6357,12.6986
000072.jpg,Toasted bread with diced tomatoes and fresh basil.,fresh oysters on ice with lemon and red sauces.,87.9086,87.5999,87.7540,11.2732
000073.jpg,"Fresh fruit salsa with toast, vibrant and colorful.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.3794,87.1925,86.7840,0.3598
000074.jpg,Crispy golden fried chicken wings in a foil pan.,golden fried fish and chips with coleslaw. fries.,87.4415,86.5365,86.9867,70.6962
000075.jpg,"White fish chunks and frisée salad, delicately plated.","thinly sliced meat with arugula, cheese, and balsamic drizzle. toast.",85.7344,85.8387,85.7865,0.2228
000076.jpg,"Assortment of cheeses, meats, crackers, and dried fruit.",fresh oysters on ice with lemon and lemon..,81.8259,84.5564,83.1688,0.3377
000077.jpg,Savory beef curry with rice and fresh vegetables.,"rich chocolate mousse in a bowl, topped with a white bowl.",86.4754,85.8714,86.1724,0.2324
000078.jpg,"Thick patty on lettuce, served with golden french fries.",crispy fish and chips with coleslaw and sauce..,86.5529,89.0769,87.7968,0.2104
000079.jpg,Runny eggs benedict with hollandaise sauce and crispy hash browns.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",89.4938,86.7655,88.1085,13.1361
000080.jpg,"Crispy, flaky baklava pastry with rich nutty layers.","sweet cannoli with cream, chocolate chips, and powdered sugar.",87.5651,85.1475,86.3393,0.1837
000081.jpg,"Two glistening baklava pastries, one with pistachio topping.","grilled steak, golden fries, and ketchup. fries.",87.6926,84.2439,85.9337,0.0000
000082.jpg,Golden fried samosas served with two vibrant chutneys.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.7330,86.8947,87.8042,10.5681
000083.jpg,"Assorted cheese pieces, including blue cheese.","grilled ribs, crispy fries, coleslaw, and a side of salsa.",84.7592,87.5031,86.1093,0.0000
000084.jpg,Golden-brown melted cheese topping a hearty bowl.,"sweet cannoli with cream, powdered sugar, powdered sugar..",82.7388,85.8064,84.2447,0.0000
000085.jpg,Golden brown french toast with melted butter.,crispy fried calamari with a side of dipping sauce.,88.4074,89.1618,88.7830,0.3022
000086.jpg,Vibrant seafood and fruit mix in a martini glass.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",85.5182,87.0542,86.2794,0.3104
000087.jpg,Clear broth with long white strips and dark ingredients.,"sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish.",83.7898,85.5244,84.6482,0.3140
000088.jpg,"Eggs Benedict covered in sauce, beside a fruit medley.",crispy fish and chips with coleslaw and sauce..,87.1493,88.0646,87.6045,0.0000
000089.jpg,"Colorful rice bowl with egg yolk, vegetables, and sauce.",fresh green salad with croutons and parmesan cheese.,85.1953,88.1528,86.6488,0.7115
000090.jpg,Crispy fried pastries served with dipping sauces and salad.,"sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish.",85.0934,85.8656,85.4778,0.4634
000091.jpg,"English muffin sandwich with egg, peppers, and spinach.","crispy fried fish, golden fries, lemon, and dipping sauces.",86.4476,87.6691,87.0540,0.3141
000092.jpg,"Hot dog with toppings, pizza slice in background.","grilled ribs, crispy fries, and a fresh salad. fries.",87.9173,86.7196,87.3144,0.0000
000093.jpg,"Caprese salad with fresh mozzarella, tomatoes, and basil.","thinly sliced meat with arugula, cheese, and balsamic drizzle.",86.4090,87.1533,86.7796,0.5353
000094.jpg,Slice of cheesecake with dark berry topping.,"grilled steak, toasted bread, powdered sugar, powdered sugar, powdered sugar, powdered sugar, and a side of fruit.",83.0753,86.6444,84.8224,1.2243
000095.jpg,Creamy soup with herbs in a white bowl.,"sweet cannoli with cream, powdered sugar, powdered sugar.",86.9347,88.7357,87.8260,0.2758
000096.jpg,Golden french fries spilling from a white cup.,"crispy, golden - brown fried chicken wings on a plate. plate..",86.7710,88.7565,87.7525,3.4019
000097.jpg,"Creamy soup, garnished with fresh green herbs.",crispy fish and chips with coleslaw and sauce..,86.3236,88.0084,87.1579,0.2927
000098.jpg,"Square-cut pizza with pepperoni, olives, and mushrooms.",fresh oysters on ice with lemon and red sauces.,87.1655,88.0184,87.5899,0.5608
000099.jpg,"Omelet with tomatoes, served with fresh strawberries.","sweet cannoli with cream, powdered sugar, powdered sugar.",86.0007,87.6819,86.8332,0.4659
000100.jpg,"Eggs Benedict with potatoes, grapes, and sliced fruit.",fresh oysters on ice with lemon and sauces. fries.,87.1515,86.4229,86.7857,0.6938
000101.jpg,"Eggs Benedict, hollandaise sauce, and colorful roasted vegetables.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.3330,86.7176,87.5178,0.3686
000102.jpg,Baked crumble pie in a round metal pan.,"golden french toast, whipped cream, powdered sugar, powdered sugar, and fresh fruit.",82.0648,84.9282,83.4719,0.0000
000103.jpg,Colorful rice bowl with egg yolk and mixed vegetables.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.1570,85.3253,85.7391,0.3781
000104.jpg,Spicy chicken wings served with creamy dipping sauce.,"crispy, golden - brown fried chicken wings on a plate. fries..",88.1087,88.5731,88.3403,51.6493
000105.jpg,"Eggs Benedict, crispy potatoes, and a fresh orange slice.","thinly sliced meat with arugula, cheese, and balsamic drizzle.",84.9697,86.3970,85.6774,0.3103
000106.jpg,Multilayered carrot cake with rich cream cheese frosting.,"sweet cannoli with cream, powdered sugar, powdered sugar.",88.3212,84.1488,86.1845,0.2033
000107.jpg,"Assorted cheeses, bread, dried apricots, almonds, and jam.","assorted cheeses, crackers, dried fruit, and a side of salsa.",92.4711,91.9786,92.2242,60.2069
000108.jpg,"Golden waffles with whipped cream, strawberries, and syrup.","grilled ribs, crispy fries, coleslaw, and a side of salsa.",86.6364,87.9922,87.3090,0.3142
000109.jpg,Savory fried rice with visible meat and green onions.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.5151,87.9062,87.7102,13.2916
000110.jpg,Creamy vegetable soup in a white two-handled bowl.,crispy fish and chips with coleslaw and lemon..,85.5551,86.1946,85.8736,0.0000
000111.jpg,"Fresh, chunky guacamole in a dark, textured bowl.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.0628,85.9651,86.0139,0.0000
000112.jpg,Assorted sushi and sashimi on elegant wooden serving boards.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.5801,86.2313,86.4053,0.2906
000113.jpg,Diced tomato salad with crisp plantain chips.,fresh oysters on ice with lemon and red sauces.,86.8481,85.8639,86.3532,0.2223
000114.jpg,Creamy dessert slices topped with dark blueberry compote.,crispy fish and chips with coleslaw and sauce..,87.6888,86.7446,87.2141,0.2343
000115.jpg,"Red tartare with yolk, crisps, and sauce drizzle.",fresh oysters on ice with lemon and red sauce..,87.9530,87.4073,87.6793,0.5698
000116.jpg,"Three sweet, powdered sugar-dusted pastries on a plate.",rich chocolate cake slice with ice cream and caramel drizzle.,85.2164,87.7070,86.4438,0.0000
000117.jpg,White frosted cake topped with marzipan carrots.,fresh green salad with croutons and parmesan cheese.,86.0584,87.4038,86.7258,0.2314
000118.jpg,Layered chocolate cake with dots and a hazelnut.,sweet cannoli dusted with powdered sugar and powdered sugar.,85.7584,86.1980,85.9776,0.5966
000119.jpg,Golden brown battered fish served with crispy french fries.,crispy battered fish and golden french fries. fries..,90.6589,92.3013,91.4727,224.1953
000120.jpg,Pie slice with whipped cream next to coffee.,crispy fish and chips with coleslaw and sauce..,85.2364,87.7167,86.4588,0.2040
000121.jpg,Fresh green guacamole with vibrant vegetable chunks and a refreshing drink.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.3513,86.6726,87.0106,0.3026
000122.jpg,Crispy golden spring roll with a side of dipping sauce.,"sweet cannoli with cream, powdered sugar. fries.",87.8360,86.1836,87.0019,0.2517
000123.jpg,Golden tortilla chips and cheesy quesadillas with fresh toppings.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.4206,86.2105,87.3016,0.3539
000124.jpg,"Savory curry with white rice, mushrooms, and green peppers.",fresh oysters on ice with lemon and red sauces.,87.5293,88.2867,87.9064,0.7377
000125.jpg,Assortment of sweet pastries and cream-filled cannoli on display.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.7679,87.4182,87.0918,0.3305
000126.jpg,Layered pastry with flaky crust and sweet chopped nuts.,"grilled steak, golden fries, and ketchup..",86.7821,86.1331,86.4564,0.2871
000127.jpg,"Raw beef tartare with chives, salad, and fries.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.8411,89.0704,88.4515,0.3465
000128.jpg,Cannoli with chocolate chips and powdered sugar on brown plate.,sweet cannoli dusted with powdered sugar and powdered sugar.,92.3500,89.7849,91.0494,111.9485
000129.jpg,"Assorted cheeses, bread, crackers, and pickled vegetables.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.3534,88.7975,88.0696,0.3540
000130.jpg,Crispy battered fish with golden fries and tartar sauce.,crispy fish and chips with coleslaw and sauce..,92.6665,92.3731,92.5196,21.7634
000131.jpg,"Fried patties topped with zucchini, sesame, and fresh salad.","thinly sliced meat with arugula, cheese, and balsamic drizzle.",87.3895,88.5309,87.9565,0.5071
000132.jpg,"Chocolate dessert with stars, banana slices, and syrup swirls.","thinly sliced meat with arugula, cheese, and balsamic drizzle.",85.8580,87.6471,86.7433,0.4112
000133.jpg,"A bowl of golden, crispy french fries.",crispy golden french fries served in a paper - lined basket.,91.5714,93.6846,92.6160,30.2591
000134.jpg,"Pizza with various toppings, neatly sliced on a tray.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",85.5142,86.8407,86.1723,0.0000
000135.jpg,"Snails in a rich, dark sauce with a side of toast.",crispy fish and chips with coleslaw and sauce..,87.5505,89.2018,88.3684,0.1976
000136.jpg,"Flaky, golden pastries individually wrapped in paper cups.",crispy golden french fries in a paper - lined basket. fries.,89.4752,89.4692,89.4722,49.6719
000137.jpg,A slice of cheesecake with blueberry topping and whipped cream.,"grilled steak, crispy fries, and a side of sauce.",88.4518,86.6105,87.5215,11.4886
000138.jpg,Golden french fries piled high with red ketchup.,sweet cannoli with chocolate chips and chocolate chips..,86.9361,87.2922,87.1138,0.2124
000139.jpg,"Golden fried dough with sugar, served with berry sauce.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.9234,89.8127,89.3659,12.9602
000140.jpg,Creamy chowder soup with seasoning in a white bowl.,crispy fish and chips with coleslaw and lemon.,87.8733,88.3260,88.0991,0.2576
000141.jpg,"Decadent chocolate cake slice, dusted with cocoa powder.","sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish.",86.9002,86.1823,86.5398,0.1276
000142.jpg,Golden quesadillas with salsa and sour cream.,crispy fried calamari with dipping sauce and dipping sauce.,87.1025,87.8489,87.4741,0.6694
000143.jpg,Sweet pastry with ice cream and fresh herbs.,crispy fish and chips with coleslaw and sauce.,86.9229,88.4243,87.6672,0.8918
000144.jpg,Steamed mussels in rich sauce with crusty bread.,"grilled ribs, crispy fries, coleslaw, and a side of salsa.",87.6118,87.1957,87.4033,0.0000
000145.jpg,Fluffy pastries generously dusted with white powdered sugar.,sweet cannoli with chocolate chips and powdered sugar. fries..,89.4437,89.0327,89.2377,76.1714
000146.jpg,"Eggs benedict and roasted potatoes, rich yellow sauce.",fresh oysters on ice with lemon and red sauces.,88.2813,85.7249,86.9843,0.4486
000147.jpg,Poached eggs and ham on muffins with creamy sauce.,fresh oysters on ice with lemon and sauces. fries.,87.4152,86.2282,86.8176,11.1600
000148.jpg,Assorted ceviches and popcorn in small decorative bowls.,fresh oysters on ice with lemon and red sauce..,83.5807,83.5987,83.5897,0.3067
000149.jpg,"Burger with sesame bun, rich sauce, and fries.","grilled ribs, crispy fries, coleslaw, and a side of and a side of salsa.",86.4816,89.6068,88.0165,0.1592
000150.jpg,"Spring roll on a leaf, garnished with crushed nuts.","grilled ribs, crispy fries, and a biscuit. bowl..",85.2989,85.9917,85.6439,3.8471
000151.jpg,Sliced red meat with a yellow sauce drizzle.,"rich chocolate mousse in a bowl, topped with a bowl.",88.0862,86.5064,87.2892,15.5323
000152.jpg,"Ribs, fried shrimp, onion rings, and crispy fries.","grilled ribs, crispy fries, and a side of green salad.",90.7619,93.0249,91.8795,13.3697
000153.jpg,Fresh green arugula salad with colorful vegetables and cheese.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.5780,85.4554,86.0130,0.4158
000154.jpg,Pizza topped with fresh cherry tomatoes and basil leaves.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.8509,86.5562,86.7033,0.3440
000155.jpg,"Hearty curry with vegetables and meat, alongside white rice.",fresh oysters on ice with lemon and lemon..,83.4141,86.4219,84.8914,0.6247
000156.jpg,Spicy buffalo wings with fresh celery and dipping sauce.,"crispy battered fish, golden fries, coleslaw, and dipping sauces.",89.2644,89.0528,89.1585,47.9547
000157.jpg,Cheesy sandwich with fried egg and fresh salad.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.2840,89.3425,88.8101,14.2077
000158.jpg,Assorted colorful macarons neatly arranged in a decorative box.,"grilled ribs, crispy fries, coleslaw, and a side of salsa.",83.8190,85.2306,84.5189,3.7715
000159.jpg,Steamed mussels with bread and fresh parsley garnish.,crispy fish and chips with coleslaw and sauce..,87.8743,87.7418,87.8080,0.6368
000160.jpg,Hot soup with noodles and mushrooms being served.,"crispy fried fish, golden fries, and lemon. fries..",85.6088,87.9237,86.7508,0.3272
000161.jpg,Golden brown falafel patties served with a creamy dip.,crispy fish and chips with coleslaw and lemon.,87.4891,88.5218,88.0024,0.2665
000162.jpg,Escargots in shells with herb butter.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",85.0839,86.4731,85.7729,0.0000
000163.jpg,Golden fried fish with crispy fries and two sauces.,crispy fried calamari with dipping sauce and dipping sauce..,88.7748,91.2509,89.9958,32.2071
000164.jpg,Hearty egg omelet over noodles in a rich broth.,crispy fish and chips with coleslaw and sauce..,86.4477,87.9695,87.2020,0.0000
000165.jpg,Rustic bread with various cheeses and savory spreads.,fresh oysters on ice with lemon and sauces. fries.,86.8055,84.8645,85.8240,0.5903
000166.jpg,Rich chocolate cake slice with cocoa powder topping.,"sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish.",87.5297,88.8361,88.1780,0.1390
000167.jpg,Multiple plates of eggs Benedict with crispy home fries.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.2788,89.3111,88.7919,12.9838
000168.jpg,"Juicy burger with cheese, bacon, pickles, and fries.","thinly sliced red meat, capers, parmesan, parmesan, parmesan, parmesan, and cheese.",83.3514,88.9971,86.0817,0.1268
000169.jpg,Golden brown pancakes with syrup on a white plate.,"sweet cannoli with cream, powdered sugar. fries.",88.4079,88.0629,88.2350,0.2993
000170.jpg,Savory beef tartare served with crispy potato chips.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.9832,88.2983,87.6358,15.7125
000171.jpg,"Toasted bread with tomato, cheese, and dried herbs.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.4611,87.9987,87.2232,0.4015
000172.jpg,Rich chocolate cake slice topped with powdered sugar.,crispy fish and chips with coleslaw and lemon.,86.1568,86.8745,86.5142,0.3184
000173.jpg,Fluffy pancakes with a scoop of ice cream and powdered sugar.,"sweet cannoli with cream, powdered sugar. fries.",91.8220,89.6786,90.7377,60.7202
000174.jpg,Spaghetti with meat sauce and grated cheese.,crispy fish and chips with coleslaw and dipping sauce.,88.5242,89.4685,88.9938,0.7473
000175.jpg,Crispy fried calamari with lemon and dipping sauce.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",92.0127,92.8807,92.4447,74.9086
000176.jpg,Eggs Benedict with hash browns and a creamy drink.,"grilled ribs, crispy fries, and a biscuit. fries..",87.6084,86.7598,87.1821,17.2434
000177.jpg,Dome-shaped fried rice with eggs and vegetables.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.4432,88.9556,88.1929,14.3453
000178.jpg,Golden French toast with sliced bananas and nuts.,crispy fried chicken wings with celery and creamy dipping sauce.,86.8155,89.8744,88.3184,0.6432
000179.jpg,Golden fried dough balls heavily dusted with powdered sugar.,crispy fish and chips with coleslaw and sauce..,85.6972,86.5216,86.1074,0.2286
000180.jpg,Dessert ramekin with berry sauce and fresh raspberries.,"grilled ribs, crispy fries, coleslaw, and a side of salsa.",86.3715,84.1091,85.2253,0.2949
000181.jpg,Three assorted cannoli dusted with powdered sugar and toppings.,fresh oysters on ice with lemon and red sauces.,87.2826,86.5773,86.9285,0.6954
000182.jpg,Grilled pork chops topped with fresh green cilantro.,"thinly sliced meat with arugula, cheese, and balsamic drizzle.",85.6566,88.3521,86.9834,0.1956
000183.jpg,"Curry, pea rice, and naan bread on a plate.",crispy fish and chips with coleslaw and sauce..,86.2405,87.9172,87.0708,0.3418
000184.jpg,Sticky glazed chicken wings with sauce and vegetable sticks.,rich chocolate cake with whipped cream and chocolate drizzle.,85.4127,85.1168,85.2645,0.5612
000185.jpg,Saucy baked escargots with a dark herb crust.,"sweet cannoli with cream, powdered sugar, and pistachio garnish.",86.0272,86.7403,86.3823,0.1945
