filename,caption,predicted_caption,bert_P,bert_R,bert_F1,cider
000049.jpg,Gnawed chicken bones on a paper-lined tray.,a close up of a pizza on a plate,89.6804,86.3215,87.9689,19.3261
000050.jpg,Classic cheese pizza slice with a sprinkle of seasoning.,a close up of a slice of pizza on a plate,89.8386,90.4433,90.1399,58.3681
000051.jpg,"Dome-shaped fried rice with meat, egg, and red pickles.",a white plate topped with meat and veggies,89.4342,88.4837,88.9564,0.7001
000052.jpg,A plate of golden-brown crispy chicken wings.,a white plate topped with a variety of foods,89.7147,89.5669,89.6407,54.6399
000053.jpg,"Salsa with chunks, surrounded by colorful tortilla chips.",a close up of a bowl of food on a counter,88.1079,86.6203,87.3578,0.0000
000054.jpg,"Two cannolis filled with cream, dusted with powdered sugar.",a close up of a plate of food with two sandwiches,87.0528,85.1494,86.0906,0.3084
000055.jpg,"Crispy fried chicken, fresh greens, and creamy green sauce.",a white plate topped with a salad and a sandwich,88.6442,87.0882,87.8593,0.5255
000056.jpg,A cinnamon-sugar churro with a cup of chocolate dip.,there is a cup of coffee and a cup of coffee on a plate,88.9988,85.3004,87.1104,66.3517
000057.jpg,"Thinly sliced meat, fresh greens, capers, and crispy flatbread.",a plate of food on a table with a fork and fork,85.2184,84.0445,84.6274,0.1926
000058.jpg,"Fresh Caesar salad with cheese, croutons, and a boiled egg.",a white plate topped with broccoli and a fork,88.1910,87.0216,87.6024,16.3680
000059.jpg,"A close-up of glossy, saucy chicken wings.",a close up of a plate of food on a table with a fork,90.1882,89.5530,89.8695,3.4096
000060.jpg,Richly roasted duck with shiny skin and white buns.,a close up of a plate of food on a table,86.2542,83.9240,85.0732,0.0000
000061.jpg,"Fried egg with ham, cheese sauce, and sweet potatoes.",a close up of a plate of food with carrots and a knife,88.1203,86.5888,87.3478,0.3475
000062.jpg,Fresh mixed green salad with croutons and crumbled cheese.,a white plate topped with broccoli meat and broccoli,86.0580,84.0252,85.0295,0.4474
000063.jpg,"Colorful rice bowl with vegetables, mushrooms, and egg yolk.",a pan filled with carrots and green peppers,88.9959,87.2139,88.0959,0.5427
000064.jpg,Grilled quesadilla slices with chicken and fresh tomato salsa.,there is a sandwich on a tray with a side of carrots,86.2877,84.2261,85.2444,0.1704
000065.jpg,Golden-brown grilled chicken wings on skewers.,a close up of a plate of food on a table,88.0193,87.0728,87.5435,5.1274
000066.jpg,"Noodles with shrimp, sprouts, peanuts, and lime wedge.",a close up of a plate of food with broccoli,87.4365,86.8007,87.1174,0.1524
000067.jpg,"Grilled fish with lemon, rice, soup, and side.",a plate of food and a bowl of soup on a table,87.4706,87.3930,87.4318,0.2493
000068.jpg,Crispy fried fish and golden fries with lemon.,there is a plate of food that includes a sandwich and fries,88.7624,86.0596,87.3901,19.6755
000069.jpg,Golden fried fish with green peas and a lemon.,a close up of a plate of food on a table,85.8095,85.6535,85.7315,4.7097
000070.jpg,Cheesy macaroni pasta shells in a foil cup.,a bowl filled with bananas and oranges on a table,87.2908,84.5357,85.8912,3.5277
000071.jpg,Fragrant fried rice topped with fresh green onions.,there is a white plate of food on a table,86.1529,84.7731,85.4574,0.0000
000072.jpg,Toasted bread with diced tomatoes and fresh basil.,there is a plate of food with a fork and a fork,85.6363,83.8843,84.7512,0.3607
000073.jpg,"Fresh fruit salsa with toast, vibrant and colorful.",there is a plate with a sandwich and a salad on it,86.8247,86.5399,86.6821,0.3794
000074.jpg,Crispy golden fried chicken wings in a foil pan.,a close up of a plate of food with meat and broccoli,87.4502,84.4326,85.9149,3.5334
000075.jpg,"White fish chunks and frisée salad, delicately plated.",a white plate topped with broccoli carrots and a fork,87.5791,84.8400,86.1878,0.2536
000076.jpg,"Assortment of cheeses, meats, crackers, and dried fruit.",a close up of a plate of food on a wooden table,87.5242,85.9387,86.7242,5.5842
000077.jpg,Savory beef curry with rice and fresh vegetables.,there is a bowl of food on a table next to a bowl of soup,85.6526,85.5805,85.6165,0.0000
000078.jpg,"Thick patty on lettuce, served with golden french fries.",a plate with a sandwich and french fries on it and a side of fries,89.2669,89.4543,89.3605,16.7937
000079.jpg,Runny eggs benedict with hollandaise sauce and crispy hash browns.,a white plate topped with a piece of meat and a fork,87.4418,82.5084,84.9035,0.4341
000080.jpg,"Crispy, flaky baklava pastry with rich nutty layers.",a piece of cake sitting on top of a white plate,87.5901,84.0957,85.8073,0.0000
000081.jpg,"Two glistening baklava pastries, one with pistachio topping.",a white plate topped with two pieces of bread and a fork,87.5908,86.1979,86.8888,0.1307
000082.jpg,Golden fried samosas served with two vibrant chutneys.,a plate with a sandwich and a bowl of soup on it,87.0937,83.5420,85.2809,0.1695
000083.jpg,"Assorted cheese pieces, including blue cheese.",a close up of a plate of food on a table,86.9773,87.3595,87.1680,0.0000
000084.jpg,Golden-brown melted cheese topping a hearty bowl.,a pizza sitting on top of a white plate next to a fork,85.4438,85.8797,85.6612,2.0399
000085.jpg,Golden brown french toast with melted butter.,a white plate topped with two slices of food,85.1604,86.1927,85.6735,0.2445
000086.jpg,Vibrant seafood and fruit mix in a martini glass.,a plate of food with a fork and a glass of wine,88.4871,87.2595,87.8690,3.0507
000087.jpg,Clear broth with long white strips and dark ingredients.,a close up of a bowl of food with broccoli in it,86.8553,84.3771,85.5983,0.1141
000088.jpg,"Eggs Benedict covered in sauce, beside a fruit medley.",a close up of a plate of food on a table with a sandwich,87.2848,85.4989,86.3826,2.1724
000089.jpg,"Colorful rice bowl with egg yolk, vegetables, and sauce.",a close up of a bowl of food with broccoli and a spoon,88.7484,87.5068,88.1232,18.9260
000090.jpg,Crispy fried pastries served with dipping sauces and salad.,a close up of a plate of food on a table with a fork,87.6127,83.9961,85.7663,0.1259
000091.jpg,"English muffin sandwich with egg, peppers, and spinach.",a white plate topped with a sandwich and a pickle,89.0334,89.0130,89.0232,32.4654
000092.jpg,"Hot dog with toppings, pizza slice in background.",a close up of a hot dog in a bun on a table,89.2384,89.6238,89.4307,32.2741
000093.jpg,"Caprese salad with fresh mozzarella, tomatoes, and basil.",a close up of a pizza on a plate on a table,84.9546,83.0417,83.9872,0.0000
000094.jpg,Slice of cheesecake with dark berry topping.,a slice of cake on a plate with a fork on it,89.6835,88.0878,88.8785,7.1567
000095.jpg,Creamy soup with herbs in a white bowl.,a white plate topped with a fork and a spoon,89.8820,89.8363,89.8592,41.3683
000096.jpg,Golden french fries spilling from a white cup.,a hot dog and french fries on a tray,90.5297,90.5328,90.5312,74.6806
000097.jpg,"Creamy soup, garnished with fresh green herbs.",a white bowl filled with broccoli and a spoon,87.4195,87.9052,87.6616,0.2622
000098.jpg,"Square-cut pizza with pepperoni, olives, and mushrooms.",a close up of a pizza on a plate,89.5080,86.0403,87.7399,27.3450
000099.jpg,"Omelet with tomatoes, served with fresh strawberries.",a plate with a hot dog and a cup of coffee,87.9783,87.9709,87.9746,0.3325
000100.jpg,"Eggs Benedict with potatoes, grapes, and sliced fruit.",a white plate topped with meat and veggies,86.5898,87.6069,87.0953,0.7315
000101.jpg,"Eggs Benedict, hollandaise sauce, and colorful roasted vegetables.",a white plate topped with meat and veggies on a table,87.9843,84.1577,86.0285,0.3058
000102.jpg,Baked crumble pie in a round metal pan.,a woman sitting at a table with a pizza in front of her,86.3709,84.6431,85.4983,6.4619
000103.jpg,Colorful rice bowl with egg yolk and mixed vegetables.,there is a bowl of carrots and carrots in a bowl,86.6808,84.5005,85.5768,18.9647
000104.jpg,Spicy chicken wings served with creamy dipping sauce.,a close up of a plate of food on a table with a fork,87.0958,85.7747,86.4302,0.1127
000105.jpg,"Eggs Benedict, crispy potatoes, and a fresh orange slice.",a white plate topped with carrots broccoli carrots and a fork,85.1696,85.0405,85.1050,13.2414
000106.jpg,Multilayered carrot cake with rich cream cheese frosting.,a slice of cake on a plate with a fork on it,88.5230,84.2405,86.3287,15.2417
000107.jpg,"Assorted cheeses, bread, dried apricots, almonds, and jam.",a close up of a bowl of bananas and a knife,86.4882,85.7995,86.1425,0.2018
000108.jpg,"Golden waffles with whipped cream, strawberries, and syrup.",a plate with bananas and a cup of coffee on it,87.5833,87.3111,87.4470,0.4377
000109.jpg,Savory fried rice with visible meat and green onions.,there is a plate of food that includes broccoli and a fork,86.9209,85.8653,86.3899,0.2351
000110.jpg,Creamy vegetable soup in a white two-handled bowl.,a bowl of soup and a bowl of food on a table,91.4667,88.0378,89.7195,17.0650
000111.jpg,"Fresh, chunky guacamole in a dark, textured bowl.",a close up of broccoli on a cutting board with a knife,86.2137,84.7546,85.4779,2.3030
000112.jpg,Assorted sushi and sashimi on elegant wooden serving boards.,a wooden cutting board topped with lots of different types of food,88.8909,88.4529,88.6714,23.6319
000113.jpg,Diced tomato salad with crisp plantain chips.,there is a plate with a sandwich and a salad on it,86.9243,84.0967,85.4871,9.3525
000114.jpg,Creamy dessert slices topped with dark blueberry compote.,a close up of a banana on a plate,87.1051,83.8818,85.4631,0.0000
000115.jpg,"Red tartare with yolk, crisps, and sauce drizzle.",a white plate topped with a piece of food on a table,85.2719,82.6022,83.9159,0.1447
000116.jpg,"Three sweet, powdered sugar-dusted pastries on a plate.",a white plate topped with donuts on top of a table,89.7705,90.4386,90.1033,10.6072
000117.jpg,White frosted cake topped with marzipan carrots.,there is a chocolate cake with strawberries on it,89.4037,87.4482,88.4152,18.2264
000118.jpg,Layered chocolate cake with dots and a hazelnut.,there is a chocolate cake that is on a plate,88.1079,87.4227,87.7640,50.5361
000119.jpg,Golden brown battered fish served with crispy french fries.,a white plate topped with a hot dog and fries,88.7725,88.2952,88.5332,0.2628
000120.jpg,Pie slice with whipped cream next to coffee.,a piece of cake on a plate on a wooden table with a fork,87.2182,87.9199,87.5676,0.0867
000121.jpg,Fresh green guacamole with vibrant vegetable chunks and a refreshing drink.,a table with a plate of food and a bowl of food,88.2221,85.0934,86.6295,10.6857
000122.jpg,Crispy golden spring roll with a side of dipping sauce.,a close up of a plate of food on a table with a fork,87.4516,85.0748,86.2468,15.0860
000123.jpg,Golden tortilla chips and cheesy quesadillas with fresh toppings.,a table topped with plates of food next to a bowl of food,85.8987,82.1678,83.9918,0.1058
000124.jpg,"Savory curry with white rice, mushrooms, and green peppers.",a white plate topped with meat and broccoli on a table,88.7310,89.2351,88.9824,15.0906
000125.jpg,Assortment of sweet pastries and cream-filled cannoli on display.,a table topped with lots of different types of foods,86.4472,87.5208,86.9807,7.5239
000126.jpg,Layered pastry with flaky crust and sweet chopped nuts.,a close up of a plate of food with a sandwich,86.1357,84.3195,85.2180,0.1567
000127.jpg,"Raw beef tartare with chives, salad, and fries.",a white plate topped with a sandwich and a salad,88.2011,87.4157,87.8066,0.6373
000128.jpg,Cannoli with chocolate chips and powdered sugar on brown plate.,a close up of a piece of cake on a white plate,87.9739,86.0220,86.9870,6.8173
000129.jpg,"Assorted cheeses, bread, crackers, and pickled vegetables.",a white plate topped with a salad and a sandwich,87.4383,87.6058,87.5220,0.3862
000130.jpg,Crispy battered fish with golden fries and tartar sauce.,there is a hot dog on a plate with a fork,87.0568,83.7814,85.3877,0.1784
000131.jpg,"Fried patties topped with zucchini, sesame, and fresh salad.",there is a plate of food with broccoli on it and a fork,86.5843,84.9757,85.7725,0.3270
000132.jpg,"Chocolate dessert with stars, banana slices, and syrup swirls.",there is a chocolate cake on top of a plate,90.0374,87.7213,88.8643,0.0000
000133.jpg,"A bowl of golden, crispy french fries.",there is a hot dog and french fries on a plate,90.9919,90.6607,90.8260,20.1308
000134.jpg,"Pizza with various toppings, neatly sliced on a tray.",a close up view of a pizza on a table,90.6496,89.5200,90.0812,17.5485
000135.jpg,"Snails in a rich, dark sauce with a side of toast.",a close up of a plate of food with broccoli,86.2696,86.0695,86.1694,22.9756
000136.jpg,"Flaky, golden pastries individually wrapped in paper cups.",a close up of a box of doughnuts and other foods,87.2154,86.5646,86.8888,0.0000
000137.jpg,A slice of cheesecake with blueberry topping and whipped cream.,a slice of cake on a plate with a fork on it,91.0181,87.9959,89.4815,58.9592
000138.jpg,Golden french fries piled high with red ketchup.,a white plate topped with a hot dog and a pickle,88.4622,88.9670,88.7138,0.1783
000139.jpg,"Golden fried dough with sugar, served with berry sauce.",a white plate topped with a donut and a cup of coffee,86.6017,87.7479,87.1710,0.4030
000140.jpg,Creamy chowder soup with seasoning in a white bowl.,a close up of a bowl of food on a table,89.1679,87.8353,88.4966,3.5459
000141.jpg,"Decadent chocolate cake slice, dusted with cocoa powder.",there is a piece of cake on a plate,88.7201,85.3248,86.9894,17.9612
000142.jpg,Golden quesadillas with salsa and sour cream.,there is a plate with a sandwich on it on a table,86.0471,84.0348,85.0290,0.1297
000143.jpg,Sweet pastry with ice cream and fresh herbs.,a close up of a peeled banana on a plate,86.2988,85.2404,85.7664,0.0000
000144.jpg,Steamed mussels in rich sauce with crusty bread.,there is a plate of food on a table,87.6678,84.2845,85.9429,0.0000
000145.jpg,Fluffy pastries generously dusted with white powdered sugar.,a close up of a plate of food on a table,86.4862,84.1622,85.3084,0.0000
000146.jpg,"Eggs benedict and roasted potatoes, rich yellow sauce.",a plate of food on a table next to a bowl of food,85.6687,81.2621,83.4073,0.0000
000147.jpg,Poached eggs and ham on muffins with creamy sauce.,a white plate topped with a cut in half sandwich and a bowl of soup,85.5009,85.7837,85.6421,0.2851
000148.jpg,Assorted ceviches and popcorn in small decorative bowls.,two plates of food with broccoli mushrooms and other food,85.5754,83.8174,84.6873,0.1758
000149.jpg,"Burger with sesame bun, rich sauce, and fries.",a close up of a hot dog on a table,87.6725,86.9648,87.3172,0.0000
000150.jpg,"Spring roll on a leaf, garnished with crushed nuts.",a white plate topped with a piece of food,87.3691,87.0686,87.2186,4.4518
000151.jpg,Sliced red meat with a yellow sauce drizzle.,a close up of a slice of cake on a white plate,86.5229,86.3751,86.4489,3.8220
000152.jpg,"Ribs, fried shrimp, onion rings, and crispy fries.",a white plate topped with a hot dog and fries,89.3164,90.4215,89.8656,0.3240
000153.jpg,Fresh green arugula salad with colorful vegetables and cheese.,a white plate topped with a salad and a salad,88.8716,85.3607,87.0807,23.7944
000154.jpg,Pizza topped with fresh cherry tomatoes and basil leaves.,there is a large pizza on a table,88.0683,85.7393,86.8882,0.0000
000155.jpg,"Hearty curry with vegetables and meat, alongside white rice.",a close up of a plate of food with broccoli and carrots,88.4881,88.7313,88.6095,0.3761
000156.jpg,Spicy buffalo wings with fresh celery and dipping sauce.,a white plate topped with meat and veggies,86.6587,86.1041,86.3805,0.6799
000157.jpg,Cheesy sandwich with fried egg and fresh salad.,a plate of food on a wooden table with a fork,86.6032,85.1890,85.8903,0.2036
000158.jpg,Assorted colorful macarons neatly arranged in a decorative box.,a bunch of doughnuts that are on a table,89.8669,88.4304,89.1429,3.2707
000159.jpg,Steamed mussels with bread and fresh parsley garnish.,a white plate topped with meat and broccoli and a fork,88.1362,86.0363,87.0736,0.5221
000160.jpg,Hot soup with noodles and mushrooms being served.,a bowl of food on a table next to a bowl of soup,88.4452,89.3603,88.9004,8.5707
000161.jpg,Golden brown falafel patties served with a creamy dip.,a white plate topped with a sandwich and a cup of coffee,87.1570,86.8240,86.9902,12.3513
000162.jpg,Escargots in shells with herb butter.,a close up of a plate of food with meat and vegetables,86.3394,85.5765,85.9563,0.1194
000163.jpg,Golden fried fish with crispy fries and two sauces.,a white plate topped with a burger and fries,89.9622,89.2482,89.6038,38.2143
000164.jpg,Hearty egg omelet over noodles in a rich broth.,a bowl of food on a table next to a bowl of soup,86.8144,86.1071,86.4593,2.3159
000165.jpg,Rustic bread with various cheeses and savory spreads.,a white plate topped with a cut in half sandwich and a spoon,85.6271,85.2236,85.4249,0.2948
000166.jpg,Rich chocolate cake slice with cocoa powder topping.,a piece of cake on a plate with a fork,88.3854,87.5080,87.9445,20.5663
000167.jpg,Multiple plates of eggs Benedict with crispy home fries.,a table topped with plates of food and a cup of coffee,88.9556,87.6799,88.3132,77.5836
000168.jpg,"Juicy burger with cheese, bacon, pickles, and fries.",a white plate topped with a salad and a sandwich,89.9434,89.0442,89.4916,0.6452
000169.jpg,Golden brown pancakes with syrup on a white plate.,a white plate topped with a sandwich and a bowl of soup,89.4403,91.1627,90.2933,35.9686
000170.jpg,Savory beef tartare served with crispy potato chips.,there is a plate of food on the table,87.5544,84.6079,86.0559,0.0000
000171.jpg,"Toasted bread with tomato, cheese, and dried herbs.",a white plate topped with meat and broccoli,87.0645,88.3864,87.7205,0.7739
000172.jpg,Rich chocolate cake slice topped with powdered sugar.,a piece of cake on a plate with a fork,88.2575,87.8896,88.0732,25.6640
000173.jpg,Fluffy pancakes with a scoop of ice cream and powdered sugar.,a close up of a plate of food on a table,88.3846,86.0432,87.1982,11.5749
000174.jpg,Spaghetti with meat sauce and grated cheese.,a white plate topped with a piece of meat and a fork,88.0881,86.9321,87.5063,18.6323
000175.jpg,Crispy fried calamari with lemon and dipping sauce.,a plate with a sandwich and a bowl of soup,88.3744,85.2653,86.7920,0.8294
000176.jpg,Eggs Benedict with hash browns and a creamy drink.,a table with a plate of food and a sandwich,87.9703,85.5616,86.7492,15.5487
000177.jpg,Dome-shaped fried rice with eggs and vegetables.,a close up of a plate of food on a table,87.9078,87.7068,87.8072,0.0000
000178.jpg,Golden French toast with sliced bananas and nuts.,a white plate topped with sliced bananas and a knife,90.3335,91.7948,91.0583,304.0006
000179.jpg,Golden fried dough balls heavily dusted with powdered sugar.,a close up of a plate of doughnuts,87.0654,86.7985,86.9317,0.0000
000180.jpg,Dessert ramekin with berry sauce and fresh raspberries.,there is a bowl of carrots and a bowl of soup,86.4483,83.7388,85.0719,0.2376
000181.jpg,Three assorted cannoli dusted with powdered sugar and toppings.,a close up of a plate of doughnuts and a knife,87.7341,85.8769,86.7955,0.2658
000182.jpg,Grilled pork chops topped with fresh green cilantro.,a close up of a plate of food with broccoli and meat,86.5818,85.8674,86.2232,0.1422
000183.jpg,"Curry, pea rice, and naan bread on a plate.",a table with a plate of food and a bowl of soup,90.6376,88.6460,89.6307,3.8452
000184.jpg,Sticky glazed chicken wings with sauce and vegetable sticks.,a white plate topped with carrots next to a knife,86.8270,85.1719,85.9915,0.1734
000185.jpg,Saucy baked escargots with a dark herb crust.,a white plate topped with a piece of food,86.8039,84.6707,85.7240,14.5622
000186.jpg,"Golden fried fish, crispy fries, lemon, and tartar sauce.",a white plate topped with a sandwich and a bowl of soup,86.3297,86.8940,86.6109,0.3489
000187.jpg,Creamy soup in a brown bowl with crackers.,a bowl of food on top of a table with a fork,89.0197,88.4656,88.7418,24.4419
000188.jpg,"Layered dish with sauces, herbs, and crispy toppings.",a close up of a plate of food with broccoli,86.7999,86.3751,86.5870,0.1660
000189.jpg,"Seafood salad with octopus, corn, and green herbs.",a close up of a plate of food with broccoli and a fork,87.1000,87.0633,87.0817,0.3094
000190.jpg,Toasted bread with diced tomatoes and fresh greens.,a close up of a plate of food on a wooden table,85.7669,83.8233,84.7839,0.0000
000191.jpg,"Egg dish in gravy, topped with peas and red garnish.",a bowl of food with a spoon in it on a table,87.0953,84.5755,85.8169,7.7097
000192.jpg,"Grilled wrap with egg, meat, and avocado filling.",there is a sandwich on a plate with a side of chips,87.4199,87.0475,87.2333,0.1535
000193.jpg,Three golden fried dumplings on shredded cabbage.,a white plate topped with a sandwich and a side of fries,86.5837,87.1018,86.8420,0.0000
000194.jpg,"A cluster of dark brown, fried, spherical bites.",a close up of doughnuts on a table in a box,87.2507,86.7132,86.9811,5.6446
000195.jpg,"Beef tartare with green salad, radish slices, and chips.",a white plate topped with a sandwich and a salad,88.9697,87.3908,88.1731,0.6403
000196.jpg,Hearty soup with bubbling melted cheese on top.,a piece of cake on a plate with a fork and fork,87.0353,85.9954,86.5122,5.5987
000197.jpg,Golden pastry topped with a generous dollop of white foam.,a close up of a plate of food on a counter,86.4944,85.3605,85.9237,11.3334
000198.jpg,Poached eggs on pulled pork with hollandaise and chives.,a white plate topped with meat and broccoli,87.7976,85.2002,86.4794,0.6629
000199.jpg,Golden brown baked chicken wings seasoned with herbs.,a close up of a plate of food with broccoli,85.6934,85.3496,85.5212,0.1786
000200.jpg,Crispy fried fish and golden chips with sauce.,a white plate topped with a hot dog and a salad,88.1698,87.4734,87.8202,0.7347
000201.jpg,Chocolate mousse dome with whipped cream and garnish.,there is a birthday cake that is on the top of a table,86.1625,83.5580,84.8403,0.0000
000202.jpg,Chocolate dessert topped with cream and strawberry.,there is a chocolate cake on a plate,89.8674,88.7383,89.2993,0.0000
000203.jpg,Layered carrot cake slice with cream and sauce.,there is a piece of chocolate cake on a plate,88.3545,87.4283,87.8890,22.7335
000204.jpg,"Chocolate cake with strawberries, walnuts, and lemon zest.",a small clock on a table with a red and white background,86.5469,83.8622,85.1834,0.3739
000205.jpg,"Golden cannoli, powdered sugar, chocolate chips on white plate.",there is a chocolate cake on a plate on a table,90.1661,87.5231,88.8249,22.4252
000206.jpg,"Rich red curry with chicken, swirled with white cream.",a bowl of soup with a spoon in it on a table,86.1332,86.5468,86.3395,0.3343
000207.jpg,"Traditional Japanese meal with rice, chicken, vegetables, and soup.",a table topped with a plate of food and a bowl of food,87.9711,87.8224,87.8967,0.2909
000208.jpg,Warm berry crumble dessert with fresh blackberries.,a white plate topped with a piece of cake and a fork,86.8763,84.8742,85.8636,0.1482
000209.jpg,Fresh oysters on ice with sauce and lemon.,there is a plate of food and a glass of wine,86.9011,85.1599,86.0217,0.2862
000210.jpg,Egg sandwich with runny yolk and fresh greens.,a white plate topped with meat and veggies,88.4779,86.7417,87.6012,0.6867
