filename,caption,predicted_caption
000052.jpg,A plate of golden-brown crispy chicken wings.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000053.jpg,"Salsa with chunks, surrounded by colorful tortilla chips.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000054.jpg,"Two cannolis filled with cream, dusted with powdered sugar.",crispy fried chicken wings with powdered sugar and a side of dipping sauce.
000055.jpg,"Crispy fried chicken, fresh greens, and creamy green sauce.",crispy fried chicken wings with green onions and a side of sauce.
000056.jpg,A cinnamon-sugar churro with a cup of chocolate dip.,crispy fried rice with powdered sugar and a side of sauce.
000057.jpg,"Thinly sliced meat, fresh greens, capers, and crispy flatbread.",crispy fried chicken wings with fresh green onions.e sauce.
000058.jpg,"Fresh Caesar salad with cheese, croutons, and a boiled egg.",crispy fried chicken wings with green onions and fresh green onions.
000059.jpg,"A close-up of glossy, saucy chicken wings.",crispy fried chicken wings with crispy fries and dipping sauce. fries.
000060.jpg,Richly roasted duck with shiny skin and white buns.,crispy fried rice with a side of dipping sauce.
000061.jpg,"Fried egg with ham, cheese sauce, and sweet potatoes.",crispy fried rice with melted cheese and fresh green onions.e.
000062.jpg,Fresh mixed green salad with croutons and crumbled cheese.,crispy fried chicken wings with green onions and fresh green onions.
000063.jpg,"Colorful rice bowl with vegetables, mushrooms, and egg yolk.",crispy fried rice with fresh green onions and fresh green onions.
000064.jpg,Grilled quesadilla slices with chicken and fresh tomato salsa.,crispy fried chicken wings with green onions and fresh green onions.
000065.jpg,Golden-brown grilled chicken wings on skewers.,crispy fried rice with powdered sugar and a side of sauce.
000066.jpg,"Noodles with shrimp, sprouts, peanuts, and lime wedge.",crispy fried chicken wings with green onions and fresh green onions.
000067.jpg,"Grilled fish with lemon, rice, soup, and side.",crispy fried chicken wings with fresh green onions.e sauce.
000068.jpg,Crispy fried fish and golden fries with lemon.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000069.jpg,Golden fried fish with green peas and a lemon.,crispy fried chicken wings with golden fries and dipping sauce.e.
000070.jpg,Cheesy macaroni pasta shells in a foil cup.,crispy fried rice with a side of dipping sauce.
000071.jpg,Fragrant fried rice topped with fresh green onions.,crispy fried chicken wings with green onions and fresh salad..
000072.jpg,Toasted bread with diced tomatoes and fresh basil.,crispy fried chicken wings with fresh green onions.e sauce.
000073.jpg,"Fresh fruit salsa with toast, vibrant and colorful.",crispy fried chicken wings with crispy fries and dipping sauce. fries.
000074.jpg,Crispy golden fried chicken wings in a foil pan.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000075.jpg,"White fish chunks and frisée salad, delicately plated.",crispy fried chicken wings with green onions and fresh green onions.
000076.jpg,"Assortment of cheeses, meats, crackers, and dried fruit.",crispy fried chicken wings with a side of sauce.e sauce.
000077.jpg,Savory beef curry with rice and fresh vegetables.,crispy fried rice with a side of dipping sauce.
000078.jpg,"Thick patty on lettuce, served with golden french fries.",crispy fried rice with a white frosting.e sauce.
000079.jpg,Runny eggs benedict with hollandaise sauce and crispy hash browns.,crispy fried chicken wings with fresh green onions.e sauce.
000080.jpg,"Crispy, flaky baklava pastry with rich nutty layers.",crispy fried chicken wings with powdered sugar and dipping sauces.
000081.jpg,"Two glistening baklava pastries, one with pistachio topping.",crispy fried rice with a side of a side of sauce.
000082.jpg,Golden fried samosas served with two vibrant chutneys.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000083.jpg,"Assorted cheese pieces, including blue cheese.",crispy fried chicken wings with a side of dipping sauces.
000084.jpg,Golden-brown melted cheese topping a hearty bowl.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000085.jpg,Golden brown french toast with melted butter.,crispy fried chicken wings with powdered sugar and a side of sauce.
000086.jpg,Vibrant seafood and fruit mix in a martini glass.,crispy fried chicken wings with green onions and a side of sauce.
000087.jpg,Clear broth with long white strips and dark ingredients.,crispy fried rice with a side of sauce.e sauce.
000088.jpg,"Eggs Benedict covered in sauce, beside a fruit medley.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000089.jpg,"Colorful rice bowl with egg yolk, vegetables, and sauce.",crispy fried chicken wings with green onions and fresh green onions.
000090.jpg,Crispy fried pastries served with dipping sauces and salad.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000091.jpg,"English muffin sandwich with egg, peppers, and spinach.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000092.jpg,"Hot dog with toppings, pizza slice in background.",crispy fried chicken wings with a side of dipping sauces.
000093.jpg,"Caprese salad with fresh mozzarella, tomatoes, and basil.",crispy fried chicken wings with green onions and a side of sauce.
000094.jpg,Slice of cheesecake with dark berry topping.,crispy fried rice with a side of a side of sauce.
000095.jpg,Creamy soup with herbs in a white bowl.,crispy fried chicken wings with powdered sugar and dipping sauces.
000096.jpg,Golden french fries spilling from a white cup.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000097.jpg,"Creamy soup, garnished with fresh green herbs.",crispy fried chicken wings with melted cheese and dipping sauces.e.
000098.jpg,"Square-cut pizza with pepperoni, olives, and mushrooms.",crispy fried chicken wings with vibrant green onions..
000099.jpg,"Omelet with tomatoes, served with fresh strawberries.",crispy fried chicken wings with powdered sugar and a side of sauce.
000100.jpg,"Eggs Benedict with potatoes, grapes, and sliced fruit.",crispy fried chicken wings with a side of sauce.e sauce.
000101.jpg,"Eggs Benedict, hollandaise sauce, and colorful roasted vegetables.",crispy fried chicken wings with green onions and fresh green onions.
000102.jpg,Baked crumble pie in a round metal pan.,crispy fried chicken wings with a side of sauce..
000103.jpg,Colorful rice bowl with egg yolk and mixed vegetables.,crispy fried chicken wings with green onions and fresh green onions.e.
000104.jpg,Spicy chicken wings served with creamy dipping sauce.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000105.jpg,"Eggs Benedict, crispy potatoes, and a fresh orange slice.",crispy fried chicken wings with a side of sauce.e sauce.
000106.jpg,Multilayered carrot cake with rich cream cheese frosting.,crispy fried rice with a side of a side of sauce.
000107.jpg,"Assorted cheeses, bread, dried apricots, almonds, and jam.",crispy fried chicken wings with a side of sauce.e sauce.
000108.jpg,"Golden waffles with whipped cream, strawberries, and syrup.",crispy fried rice with a side of sauce.e sauce.
000109.jpg,Savory fried rice with visible meat and green onions.,crispy fried chicken wings with green onions and fresh green salad..
000110.jpg,Creamy vegetable soup in a white two-handled bowl.,crispy fried rice with a side of a side of sauce.
000111.jpg,"Fresh, chunky guacamole in a dark, textured bowl.",crispy fried chicken wings with a side of sauce.e sauce.
000112.jpg,Assorted sushi and sashimi on elegant wooden serving boards.,crispy fried rice with a side of green onions.e.
000113.jpg,Diced tomato salad with crisp plantain chips.,crispy fried rice with egg and fresh green onions.e.
000114.jpg,Creamy dessert slices topped with dark blueberry compote.,crispy fried chicken wings with a side of sauce.e sauce.
000115.jpg,"Red tartare with yolk, crisps, and sauce drizzle.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000116.jpg,"Three sweet, powdered sugar-dusted pastries on a plate.",crispy fried chicken wings with fresh green onions.e sauce.
000117.jpg,White frosted cake topped with marzipan carrots.,crispy fried rice with a white frosting.e sauce.
000118.jpg,Layered chocolate cake with dots and a hazelnut.,crispy fried rice with melted cheese and dipping sauces.e.
000119.jpg,Golden brown battered fish served with crispy french fries.,crispy fried chicken wings with golden fries and crispy topping..
000120.jpg,Pie slice with whipped cream next to coffee.,crispy fried rice with a side of dipping sauce.
000121.jpg,Fresh green guacamole with vibrant vegetable chunks and a refreshing drink.,crispy fried chicken wings with green onions and fresh green onions.e.
000122.jpg,Crispy golden spring roll with a side of dipping sauce.,crispy fried rice with a side of a side of sauce.
000123.jpg,Golden tortilla chips and cheesy quesadillas with fresh toppings.,crispy fried rice with a side of golden fries..
000124.jpg,"Savory curry with white rice, mushrooms, and green peppers.","crispy fried chicken wings with sauce, fresh green onions.."
000125.jpg,Assortment of sweet pastries and cream-filled cannoli on display.,crispy fried chicken wings with egg and fresh green onions.e sauce.
000126.jpg,Layered pastry with flaky crust and sweet chopped nuts.,crispy fried chicken wings with vibrant green onions..
000127.jpg,"Raw beef tartare with chives, salad, and fries.",crispy fried chicken wings with green onions and fresh green onions.
000128.jpg,Cannoli with chocolate chips and powdered sugar on brown plate.,crispy fried chicken wings with powdered sugar and a side of sauce.
000129.jpg,"Assorted cheeses, bread, crackers, and pickled vegetables.",crispy fried chicken wings with green onions and fresh green salad..
000130.jpg,Crispy battered fish with golden fries and tartar sauce.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000131.jpg,"Fried patties topped with zucchini, sesame, and fresh salad.",crispy fried chicken wings with green onions and fresh salad..
000132.jpg,"Chocolate dessert with stars, banana slices, and syrup swirls.",crispy fried chicken wings with fresh green onions.e sauce.
000133.jpg,"A bowl of golden, crispy french fries.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000134.jpg,"Pizza with various toppings, neatly sliced on a tray.",crispy fried chicken wings with green onions and a side of sauce.
000135.jpg,"Snails in a rich, dark sauce with a side of toast.",crispy fried rice with a side of dipping sauces.
000136.jpg,"Flaky, golden pastries individually wrapped in paper cups.",crispy fried chicken wings with golden fries and crispy toppings.
000137.jpg,A slice of cheesecake with blueberry topping and whipped cream.,crispy fried rice with a side of dipping sauces.
000138.jpg,Golden french fries piled high with red ketchup.,crispy fried fish and golden fries with a side of dipping sauce.
000139.jpg,"Golden fried dough with sugar, served with berry sauce.",crispy fried rice with a side of a side of sauce.
000140.jpg,Creamy chowder soup with seasoning in a white bowl.,crispy fried rice with a side of a side of sauce.
000141.jpg,"Decadent chocolate cake slice, dusted with cocoa powder.",crispy fried chicken wings with a side of a side of sauce.
000142.jpg,Golden quesadillas with salsa and sour cream.,crispy fried rice with egg and green onions. fries.
000143.jpg,Sweet pastry with ice cream and fresh herbs.,crispy fried chicken wings with a side of sauce.e sauce.
000144.jpg,Steamed mussels in rich sauce with crusty bread.,crispy fried chicken wings with a side of sauce.e sauce.
000145.jpg,Fluffy pastries generously dusted with white powdered sugar.,crispy fried chicken wings with golden fries and dipping sauce.e.
000146.jpg,"Eggs benedict and roasted potatoes, rich yellow sauce.",crispy fried chicken wings with green onions and a side of sauce.
000147.jpg,Poached eggs and ham on muffins with creamy sauce.,crispy fried chicken wings with a side of sauce.e sauce.
000148.jpg,Assorted ceviches and popcorn in small decorative bowls.,crispy fried chicken wings with powdered sugar and a side of sauce.
000149.jpg,"Burger with sesame bun, rich sauce, and fries.",crispy fried rice with a side of sauce.e.
000150.jpg,"Spring roll on a leaf, garnished with crushed nuts.",crispy fried chicken wings with a side of dipping sauces.
000151.jpg,Sliced red meat with a yellow sauce drizzle.,crispy fried rice with a side of dipping sauce.
000152.jpg,"Ribs, fried shrimp, onion rings, and crispy fries.",crispy fried rice with a side of dipping sauces.
000153.jpg,Fresh green arugula salad with colorful vegetables and cheese.,crispy fried chicken wings with green onions and fresh green onions.
000154.jpg,Pizza topped with fresh cherry tomatoes and basil leaves.,crispy fried rice with egg and fresh greens..
000155.jpg,"Hearty curry with vegetables and meat, alongside white rice.",crispy fried rice with a side of sauce.e sauce.
000156.jpg,Spicy buffalo wings with fresh celery and dipping sauce.,crispy fried chicken wings with crispy fries and dipping sauce. fries.
000157.jpg,Cheesy sandwich with fried egg and fresh salad.,crispy fried chicken wings with green onions and a side of sauce.
000158.jpg,Assorted colorful macarons neatly arranged in a decorative box.,crispy fried chicken wings with a side of sauce.e sauce.
000159.jpg,Steamed mussels with bread and fresh parsley garnish.,crispy fried chicken wings with a side of sauce.e sauce.
000160.jpg,Hot soup with noodles and mushrooms being served.,crispy fried rice with a side of dipping sauce.
000161.jpg,Golden brown falafel patties served with a creamy dip.,crispy fried rice with melted cheese and dipping sauces.e.
000162.jpg,Escargots in shells with herb butter.,crispy fried chicken wings with a side of sauce.e sauce.
000163.jpg,Golden fried fish with crispy fries and two sauces.,crispy fried chicken wings with golden fries and crispy toppings.
000164.jpg,Hearty egg omelet over noodles in a rich broth.,crispy fried chicken wings with green onions and a side of sauce.
000165.jpg,Rustic bread with various cheeses and savory spreads.,crispy fried chicken wings with a side of sauce.e sauce.
000166.jpg,Rich chocolate cake slice with cocoa powder topping.,crispy fried rice with a side of sauce.e sauce.
000167.jpg,Multiple plates of eggs Benedict with crispy home fries.,crispy fried chicken wings with green onions and fresh green onions.
000168.jpg,"Juicy burger with cheese, bacon, pickles, and fries.",crispy fried chicken wings with green onions and a side of sauce.
000169.jpg,Golden brown pancakes with syrup on a white plate.,crispy fried chicken wings with golden fries and dipping sauce.e.
000170.jpg,Savory beef tartare served with crispy potato chips.,crispy fried chicken wings with green onions and fresh green onions. fries.
000171.jpg,"Toasted bread with tomato, cheese, and dried herbs.",crispy fried chicken wings with fresh green onions.e sauce.
000172.jpg,Rich chocolate cake slice topped with powdered sugar.,crispy fried rice with a side of sauce.e sauce.
000173.jpg,Fluffy pancakes with a scoop of ice cream and powdered sugar.,crispy fried chicken wings with powdered sugar and a side of dipping sauce.
000174.jpg,Spaghetti with meat sauce and grated cheese.,crispy fried rice with a side of dipping sauces.
000175.jpg,Crispy fried calamari with lemon and dipping sauce.,crispy fried chicken wings with green onions and fresh green onions.
000176.jpg,Eggs Benedict with hash browns and a creamy drink.,crispy fried chicken wings with a side of sauce.e sauce.
000177.jpg,Dome-shaped fried rice with eggs and vegetables.,crispy fried chicken wings with green onions and fresh green onions.
000178.jpg,Golden French toast with sliced bananas and nuts.,crispy fried rice with a side of dipping sauce.
000179.jpg,Golden fried dough balls heavily dusted with powdered sugar.,crispy fried chicken wings with powdered sugar and a side of dipping sauce.
000180.jpg,Dessert ramekin with berry sauce and fresh raspberries.,crispy fried rice with a side of a side of sauce.
000181.jpg,Three assorted cannoli dusted with powdered sugar and toppings.,crispy fried chicken wings with vibrant green onions..
000182.jpg,Grilled pork chops topped with fresh green cilantro.,crispy fried chicken wings with green onions and a side of sauce.
000183.jpg,"Curry, pea rice, and naan bread on a plate.",crispy fried chicken wings with a side of dipping sauces.
000184.jpg,Sticky glazed chicken wings with sauce and vegetable sticks.,crispy fried chicken wings with a side of dipping sauces.
000185.jpg,Saucy baked escargots with a dark herb crust.,crispy fried rice with a side of dipping sauce.
000186.jpg,"Golden fried fish, crispy fries, lemon, and tartar sauce.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000187.jpg,Creamy soup in a brown bowl with crackers.,crispy fried chicken wings with powdered sugar and a side of sauce.
000188.jpg,"Layered dish with sauces, herbs, and crispy toppings.",crispy fried chicken wings with green onions and a side of sauce.
000189.jpg,"Seafood salad with octopus, corn, and green herbs.",crispy fried chicken wings with green onions and fresh salad..
000190.jpg,Toasted bread with diced tomatoes and fresh greens.,crispy fried chicken wings with green onions and fresh green onions.
000191.jpg,"Egg dish in gravy, topped with peas and red garnish.",crispy fried chicken wings with powdered sugar and dipping sauces.
000192.jpg,"Grilled wrap with egg, meat, and avocado filling.",crispy fried rice with fresh green salad and fresh green onions.
000193.jpg,Three golden fried dumplings on shredded cabbage.,crispy fried chicken wings with golden fries and crispy toppings.
000194.jpg,"A cluster of dark brown, fried, spherical bites.",crispy fried chicken wings with a side of a side of sauce.
000195.jpg,"Beef tartare with green salad, radish slices, and chips.",crispy fried chicken wings with powdered sugar and a side of sauce.
000196.jpg,Hearty soup with bubbling melted cheese on top.,"crispy fried fish, golden fries, and a white bowl."
000197.jpg,Golden pastry topped with a generous dollop of white foam.,crispy fried rice with a side of a side of sauce.
000198.jpg,Poached eggs on pulled pork with hollandaise and chives.,crispy fried chicken wings with green onions and a side of sauce.
000199.jpg,Golden brown baked chicken wings seasoned with herbs.,crispy fried rice with a side of golden fries. fries.
000200.jpg,Crispy fried fish and golden chips with sauce.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000201.jpg,Chocolate mousse dome with whipped cream and garnish.,crispy fried rice with a side of dipping sauces.
000202.jpg,Chocolate dessert topped with cream and strawberry.,crispy fried rice with a side of a side of sauce.
000203.jpg,Layered carrot cake slice with cream and sauce.,crispy fried rice with a side of dipping sauce.
000204.jpg,"Chocolate cake with strawberries, walnuts, and lemon zest.",crispy fried chicken wings with a side of dipping sauces.
000205.jpg,"Golden cannoli, powdered sugar, chocolate chips on white plate.",crispy fried chicken wings with powdered sugar and a side of sauce.
000206.jpg,"Rich red curry with chicken, swirled with white cream.",crispy fried rice with a side of dipping sauces.
000207.jpg,"Traditional Japanese meal with rice, chicken, vegetables, and soup.",crispy fried chicken wings with fresh green onions.e sauce.
000208.jpg,Warm berry crumble dessert with fresh blackberries.,crispy fried chicken wings with a side of dipping sauces.
000209.jpg,Fresh oysters on ice with sauce and lemon.,crispy fried chicken wings with a side of dipping sauces.
000210.jpg,Egg sandwich with runny yolk and fresh greens.,crispy fried rice with fresh green onions and fresh green onions.
000211.jpg,"Two cannoli with cream, powdered sugar, and pistachios.",crispy fried chicken wings with powdered sugar and a side of sauce.
000212.jpg,Tartare with fresh greens and a green sauce drizzle.,crispy fried chicken wings with green onions and fresh green onions.
000213.jpg,"Dessert with whipped cream, berry sauce, and a lit candle.",crispy fried rice with a side of a side of sauce.
000214.jpg,"Crisp lettuce salad with croutons, bacon bits, and cheese.",crispy fried chicken wings with green onions and fresh green onions.
000215.jpg,Grilled ribs and golden french fries on a plate.,crispy fried rice with a side of dipping sauce.
000216.jpg,"Large, warm burrito wrapped in shiny foil.",crispy fried chicken wings with powdered sugar and a side of dipping sauce.
000217.jpg,Decadent chocolate cake with shiny chocolate spheres.,crispy fried chicken wings with a side of dipping sauces.
000218.jpg,Fresh raw oysters served on a bed of ice.,crispy fried rice with fresh green onions..
000219.jpg,"Juicy sliced meat, creamy mashed potatoes, and sweet corn.",crispy fried rice with melted cheese and dipping sauces.e.
000220.jpg,Vibrant yellow tomato slices with fresh basil and mozzarella.,crispy fried chicken wings with fresh green onions.e sauce.
000221.jpg,Rich chocolate cake slice with elegant chocolate sauce drizzle.,crispy fried chicken wings with a white frosting.e sauce.
000222.jpg,"Finely chopped raw meat, garnished with herbs and oil.",crispy fried chicken wings with a side of dipping sauces.
000223.jpg,Swirled ice cream topped with chocolate drizzle and nuts.,crispy fried chicken wings with green onions and a side of sauce.
000224.jpg,"Golden fried fish, crispy fries, coleslaw, and lemon.","crispy fried chicken wings with crispy, golden fries, sour cream, and fresh green onions."
000225.jpg,Thinly sliced red meat with cheese shavings and pine nuts.,crispy fried chicken wings with a side of sauce.e sauce.
000226.jpg,Fried chicken wings and a round waffle in containers.,crispy fried rice with melted cheese and fresh herbs.e.
000227.jpg,"Tomato, mozzarella, and basil skewers with fresh parsley.",crispy fried chicken wings with green onions and fresh salad..
000228.jpg,"Creamy orange soup with a spoon, sprinkled with pepper.",crispy fried rice with a side of a side of sauce.
000229.jpg,White cake with dark glossy top and chocolate garnish.,crispy fried rice with a side of sauce..
000230.jpg,Toasted bread topped with fresh diced tomatoes and arugula.,crispy fried chicken wings with green onions and fresh green onions.
000231.jpg,"Thinly sliced meat, fresh green salad, balsamic glaze.",crispy fried chicken wings with green onions and fresh salad..
000232.jpg,"Salmon with creamy sauce, green vegetables, and dill.",crispy fried chicken wings with green onions and a side of sauce.
000233.jpg,Crispy fried chicken pieces and golden tater tots.,crispy fried rice with a side of dipping sauces.
000234.jpg,"Burger with patty, fresh lettuce, tomato, onion.",crispy fried chicken wings with green onions and fresh green onions.
000235.jpg,Warm pudding with fruit and syrup in a bowl.,crispy fried rice with a side of a side of sauce.
000236.jpg,"Crusted bone-in chop, fresh greens, and rich sauce.",crispy fried chicken wings with vibrant green onions..
000237.jpg,Sunny-side up egg on rice with fresh vegetables.,crispy fried chicken wings with a side of sauce.e sauce.
000238.jpg,"Caramelized sugar topping on creamy dessert, visibly cracked.",crispy fried rice with a side of a side of sauce.
000239.jpg,"Toasted bread with diced tomatoes, onions, and olives.",crispy fried chicken wings with green onions and a side of sauce.
000240.jpg,Fluffy pastries generously covered in powdered sugar.,crispy fried rice with powdered sugar and a side of sauce.
000241.jpg,Rich chocolate dessert in a clear ramekin.,crispy fried chicken wings with a side of sauce.e.
000242.jpg,Crispy fried calamari with three distinct dipping sauces.,"crispy fried chicken wings with crispy, golden fries, sour cream, and fresh green onions."
000243.jpg,"Golden French toast, melting butter, and amber syrup.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000244.jpg,"Beef tartare with raw egg yolk, parsley, and toast.",crispy fried rice with egg and crispy sauce..
000245.jpg,Fresh tomato and basil bruschetta with golden grilled bread.,crispy fried chicken wings with crispy fries and dipping sauce. fries.
000246.jpg,Thinly sliced meat topped with arugula and red peppers.,crispy fried chicken wings with powdered sugar and a side of sauce.
000247.jpg,Hot dog in a bun with red sauce.,crispy fried rice with a side of a side of sauce.
000248.jpg,Colorful seafood dish with corn and vegetables in sauce.,crispy fried chicken wings with green onions and fresh salad..
000249.jpg,A paper tray filled with golden french fries.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000250.jpg,"Round cheesecake with chocolate drizzle, dark background.",crispy fried rice with powdered sugar and a side of sauce.
000251.jpg,Platter of assorted sushi with ginger and wasabi.,crispy fried rice with egg and crispy toppings.
000252.jpg,Chicken drumsticks and rice in a yellow curry sauce.,crispy fried chicken wings with a side of dipping sauces.
000253.jpg,Crispy fried fish with sweet potato fries and green herbs.,crispy fried rice with fresh green onions. fries..
000254.jpg,Golden french fries served on a white plate.,crispy fried chicken wings with a side of golden fries..
000255.jpg,"Poached eggs with salmon, hollandaise, and fresh greens.",crispy fried chicken wings with green onions and fresh salad..
000256.jpg,Small round pizza with melted cheese and vegetable toppings.,crispy fried chicken wings with green onions and a side of sauce.
000257.jpg,Glazed chicken wings garnished with fresh green cilantro.,crispy fried chicken wings with green onions and a side of sauce.
000258.jpg,"Poached eggs, ham, spinach, hollandaise, and grilled tomato.",crispy fried chicken wings with powdered sugar and a side of sauce.
000259.jpg,Golden pastry triangle and crispy fried dough sticks.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000260.jpg,Large savory wrap with a side of crispy potatoes.,crispy fried chicken wings with crispy fries and dipping sauce. fries.
000261.jpg,Crispy fried chicken pieces with golden waffle fries.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000263.jpg,"Cream-filled cannoli with chocolate-dipped ends, dusted with sugar.",crispy fried chicken wings with fresh green onions.e sauce.
